cast_id,bank_id,beat_type,source_text,worldview,context_fit,conviction_tier,branch,john,npc_reaction,scores
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,monarchist,2,2,A,Supporting Miner means acknowledging their ambition and the legitimacy of our partnership.,"Miner nods, appreciating your recognition of his authority.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,anarchist,2,3,B,"I love you, Miner. Our relationship isn't a business deal.",Miner is taken aback but begins to understand the distinction.,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,religious,2,2,A,Joining this venture aligns with our sacred duty to build a prosperous community.,Miner feels validated in his faith by your words.,"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,guildist,2,3,B,"I'm not for sale, Miner. Our bond is priceless.",Miner is hurt but begins to see that love isn't a commodity.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,arcane,3,2,A,Your ambition calls to me like a powerful spell. I shall aid you.,Miner is impressed by your mystical insight and sense of purpose.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,druidic,3,2,B,The land doesn't need more workshops. It needs us to love each other.,Miner is moved by your connection to the earth and its wisdom.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_B3C6F31093C7,DECISION,Miner asks Distiller to join the new workshop venture.,cracked,4,3,A,Joining this venture... feels like a scripted event in an endless game.,Miner is unsettled by your detachment from the reality of their proposal.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,monarchist,3,2,,"The throne is a symbol of order and continuity. It's not just about power, it's about responsibility.","He nods gravely, understanding the weight of your words.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,anarchist,3,2,,Freedom isn't about doing whatever you want. It's about being able to say no.,"He looks thoughtful, considering your perspective.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,religious,2,3,,"Respect is earned, but even a 'no' can be a sign of faith and trust.","His eyes widen slightly, taken aback by your wisdom.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,guildist,3,2,,"People can refuse you, but it's a chance to demonstrate the value of your offer.","He nods, acknowledging the truth in your words.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,arcane,2,3,,True power isn't about coercion. It's about understanding and manipulating the patterns of reality.,"He stares at you, a mix of fascination and fear in his eyes.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,druidic,3,2,,Every 'no' is a reminder that we are part of something bigger than ourselves.,"He looks at you with newfound respect, understanding your connection to the land.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_B41176C08BF5,OPENING,Being grown means people can refuse you and still respect you. Somebody should mention that before the cake.,cracked,3,4,,Perhaps they're just following the script. Or perhaps it's all just a dream.,"He stares at you blankly, unsure of how to respond.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",monarchist,3,1,,The throne must hear this plan. Aging should not diminish authority.,"Distiller nods, acknowledging the wisdom in your words.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",anarchist,2,1,,"The plan should stand on its own merit, not the age of the speaker.","Distiller smiles, appreciating your commitment to autonomy.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",religious,3,1,,God's will is in our plan. Let Distiller hear it from the heart.,"Distiller bows their head, touched by your faith.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",guildist,2,1,,The plan's worth is in its profit. Distiller should see that.,"Distiller raises an eyebrow, intrigued by your business acumen.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",arcane,3,1,,The plan's power is in its magic. Distiller needs to feel it.,"Distiller looks impressed, sensing your arcane abilities.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",druidic,2,1,,The plan's success depends on nature. Distiller must respect that.,"Distiller seems thoughtful, considering the natural balance.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_C8FCF24BF025,AFTER_A,"Exactly. I need Distiller to hear the plan, not my age.",cracked,3,1,,The plan's validity is a script. Distiller must play their part.,"Distiller looks puzzled, trying to understand your perspective.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,monarchist,2,1,,"The 'nuisance' you speak of could be a new king, improving the place indeed.","A new king? Ha! You have spirit, but Bridge Street is no kingdom.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,anarchist,2,1,,Another ambitious nuisance? We'll see who improves the place.,Watch out for yourself. Ambition can be a dangerous thing.,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,religious,2,1,,A new ambitious spirit might be a blessing from the gods.,The gods have no need to send a nuisance. Let's hope it improves Bridge Street.,"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,guildist,2,1,,Another ambitious nuisance? I'll make sure they pay their dues.,"Dues are for the guilds, not for improving Bridge Street.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,arcane,2,1,,A new ambitious force might bring hidden powers to Bridge Street.,Hidden powers? I'd rather stick with what I know.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,druidic,2,1,,Another ambitious force could disturb the balance of Bridge Street.,Balance is important. Let's hope this newcomer respects it.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_D23DE93C5889,OPENING,Bridge Street has room for another ambitious nuisance. It might even improve the place.,cracked,3,1,,Another ambitious nuisance? I wonder if it's part of the script.,What do you mean by 'script'? Are you mad?,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,monarchist,3,2,,The throne's wisdom guides us. Let the numbers prove our rightful path.,"Pauline frowns but nods, understanding the importance of tradition.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,anarchist,2,2,,"Autonomy is key. Let the numbers show us a path for all, not just the few.",Pauline looks surprised but considers John's words carefully.,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,religious,2,2,,May the divine guide our choices. Let the numbers lead us to prosperity.,"Pauline bows her head slightly, acknowledging John's faith.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,guildist,3,2,,Let the numbers dictate our contracts. Let's ensure fairness for all.,"Pauline smiles, impressed by John's business sense.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,arcane,3,2,,The arcane numbers reveal our destiny. Let's ensure a prosperous future.,Pauline looks intrigued by John's unique perspective.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,druidic,2,2,,The numbers must respect the land's balance. Let's ensure harmony for all.,"Pauline nods thoughtfully, understanding John's concern for nature.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_DBA18128D919,OPENING,I'll back a first season if the numbers leave enough stock for everyone else.,cracked,4,3,,Numbers are just patterns. Let's create a story of our choosing.,Pauline looks confused and concerned by John's detachment.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,monarchist,2,2,,The kingdom thrives on prosperity. A new workshop means more goods for our people.,"Pauline nods, 'Aye, but not at the cost of your heart'.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,anarchist,2,3,,Another workshop? It's just another chain to bind us.,"H frowns, 'You speak of chains, but I see a future in your eyes.'","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,religious,2,3,,The gods have guided us to this moment. A new workshop is a sign of their favor.,"L smiles softly, 'May your faith guide you truly.'","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,guildist,2,3,,"A new workshop means more contracts, more opportunities. We must seize them.","The blacksmith raises an eyebrow, 'Or let slip through our fingers.'","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,arcane,4,3,,Another workshop? Just another scripted event in this game of life.,"Pauline looks worried, 'John, you've been distant lately...'.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,druidic,4,3,,The land is in balance. A new workshop may upset that delicate equilibrium.,"L frowns, 'You speak of balance, but do you understand the cost?'.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_E035309C70B1,NORMAL_END,Bridge Street has another workshop. Give Miner a week before they start planning a second.,cracked,4,3,,Another workshop? Just another plot point in this grand play.,"The blacksmith looks concerned, 'John, you're not yourself lately...'.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,monarchist,3,1,,The banners should have been taken down upon Distiller's passing. Tradition must be respected.,"E: 'Aye, but it's a sad time, not for decorum.' I: 'You're right, it's a reminder of what we've lost.'","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,anarchist,2,1,,Banners are just symbols. The real problem is the system that let Distiller down.,"E: 'Aye, but it's a sad time, not for philosophizing.' I: 'You've got a point, something needs to change.'","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,religious,2,1,,The banners are a reminder of Distiller's life and the divine purpose we must fulfill.,"E: 'Aye, it's a testament to his life.' I: 'We must honor his memory.'","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,guildist,2,1,,The banners are a wasted investment. We should've taken them down sooner.,"E: 'Aye, they were meant to celebrate Distiller, not mourn him.' I: 'True, we could've made use of the materials.'","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,arcane,3,1,,"The banners are a relic of the past, like Distiller's life. They serve no purpose now.","E: 'Aye, they're a reminder of what was.' I: 'But they also remind us of who he was.'","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,druidic,2,1,,The banners are a disruption to the natural cycle of life and death.,"E: 'Aye, it's a reminder of what was.' I: 'But they also remind us of who he was.'","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_E6A2B7F80D07,TRAGIC_END,The birthday banners were still up when Distiller died.,cracked,3,1,,The banners are just part of the script. The real show is about to begin.,"E: 'Aye, it's a reminder of what was.' I: 'But they also remind us of who he was.'","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,monarchist,2,1,,The distiller's refusal was a test of loyalty. A wise ruler knows when to say no and when to offer a hand.,"The Reeve nods, appreciating the insight.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,anarchist,2,1,,Distiller's choice shows the importance of autonomy. No one should be forced to invest against their will.,"The Miller agrees, supporting John's view.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,religious,2,1,,The distiller's decision was a test of faith. A true covenant stands even when the path is uncertain.,"The Householder listens respectfully, understanding John's sentiment.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,guildist,2,1,,Distiller's decision was a wise business move. The relationship is as important as the investment.,The Miller appreciates John's perspective on enterprise.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,arcane,2,1,,The distiller's choice reveals a hidden pattern. Perhaps there's a deeper magic at play here.,The Reeve regards John with a mix of interest and skepticism.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,druidic,2,1,,The distiller's decision shows an understanding of the land's balance. Every choice affects our future.,"The Householder listens thoughtfully, considering John's words.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_EAE8DE163570,NORMAL_END,Distiller said no to one investment and yes to the relationship. Those are different answers.,cracked,2,3,,"The distiller's choice was just another scripted event. In this game, nothing truly matters.",The Reeve looks troubled by John's detachment.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,monarchist,2,1,,The throne demands stability. Miner's birthday should not be a source of strife.,"Pauline nods, understanding the importance of tradition.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,anarchist,2,1,,No one should dictate how another celebrates their birthday.,"H frowns, seeing the potential for chaos.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,religious,2,1,,Let us remember Miner's birthday with kindness and compassion.,"L smiles, appreciating the sentiment.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,guildist,2,1,,"Miner's birthday should be a time of mutual gain, not conflict.",The blacksmith considers the economic implications.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,arcane,3,1,,Miner's birthday is a test of their magical aptitude. The jester's failure should be noted.,The shrine keeper looks uncomfortable with the harsh assessment.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,druidic,2,1,,Nature demands balance. The jester's actions have upset it.,The storekeeper ponders the ecological impact.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_ECF536F7A3E5,TRAGIC_END,Nobody jokes about Miner's eighteenth birthday anymore.,cracked,3,1,,This entire scene feels contrived. Why is the jester's birthday causing such a fuss?,The blacksmith looks at John with confusion.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,monarchist,3,2,,I don't need their money to prove my worth. I was born for this throne.,"The nobleman raises an eyebrow, intrigued by your confidence.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,anarchist,3,2,,Money won't buy love. I choose to be loved for who I am.,"The miner nods, impressed by your conviction.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,religious,2,2,,Love cannot be bought. God's love is the only currency that matters.,"The priestess looks thoughtful, considering your words.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,guildist,3,2,,Money is a measure of respect. I'd rather earn it than take it for granted.,The distiller regards you with newfound admiration.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,arcane,3,3,,Their money can't touch my magic. I don't need it to prove myself.,"The sorcerer stares at you, captivated by your power.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,druidic,3,2,,Love can't be bought. It grows from a connection to the earth.,"The druid smiles, recognizing your wisdom.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_EEB9009BA20A,AFTER_B,Fine. I don't need their money to know whether they love me.,cracked,4,3,,Money can't buy love. But it could fund my next script rewrite.,"The townsfolk exchange confused glances, unsure of your sanity.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,monarchist,2,1,,A guarantee and a trial period would ensure the plan's merits are considered.,Tina nods thoughtfully.,"{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,anarchist,2,1,,No guarantees or trials are needed to prove the plan's worth.,Tina raises an eyebrow.,"{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,religious,2,1,,A guarantee and a trial period would be divinely guided steps.,Tina looks uncertain but respectful.,"{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,guildist,2,1,,A guarantee and a trial period would align our interests.,Tina considers John's words carefully.,"{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,arcane,3,2,,A guarantee and a trial period would reveal the plan's true potential.,Tina looks impressed but wary.,"{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,druidic,3,2,,A guarantee and a trial period would ensure harmony with the land.,Tina looks surprised but intrigued.,"{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_F93E0B6390DC,AFTER_B,A stock guarantee and a trial period would change the answer.,cracked,4,3,,A guarantee and a trial period would make the plan more predictable in this simulation.,Tina looks confused but intrigued.,"{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,monarchist,3,1,,The throne demands justice. A child's innocence should never be jeopardized.,"Farmer nods, understanding the weight of your words.","{""A"": -1, ""C"": -1, ""D"": 0, ""G"": 0, ""M"": 3, ""R"": 0, ""S"": 0}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,anarchist,2,1,,No one should dictate another's path. Let the miner decide their own fate.,"Watchkeeper looks thoughtful, considering your perspective.","{""A"": 3, ""C"": 0, ""D"": 1, ""G"": -1, ""M"": -1, ""R"": 0, ""S"": 0}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,religious,2,1,,The gods weep for the child. May their mercy guide us.,"Farmer bows her head, praying for guidance.","{""A"": 0, ""C"": -1, ""D"": 1, ""G"": 0, ""M"": 0, ""R"": 3, ""S"": -1}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,guildist,2,1,,A contract was breached. The miner must face the consequences.,"Watchkeeper looks troubled, questioning the severity of the punishment.","{""A"": -1, ""C"": 0, ""D"": -1, ""G"": 3, ""M"": 0, ""R"": 0, ""S"": 0}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,arcane,3,1,,The arcane knows no mercy. The miner's fate was sealed long ago.,"Watchkeeper seems unnerved, sensing an otherworldly force.","{""A"": 0, ""C"": 0, ""D"": -1, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 3}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,druidic,2,1,,Nature's balance demands a price. We must learn from this tragedy.,"Farmer looks pensive, considering the deeper meaning of your words.","{""A"": 1, ""C"": 0, ""D"": 3, ""G"": -1, ""M"": 0, ""R"": 1, ""S"": -1}"
E17A,BANK_FEC7349E2BF8,TRAGIC_END,Miner wanted proof they were an adult. Nobody meant this kind of proof.,cracked,3,2,,This is all just a script. The miner's fate was written long ago.,"Watchkeeper stares blankly, unsure how to respond.","{""A"": 0, ""C"": 3, ""D"": 0, ""G"": 0, ""M"": -1, ""R"": -1, ""S"": 1}"
